review,overall rating
Grabbed some apps and drinks.  Great food in a castle! Can’t ask for better.,4
"Fantastic night, staff were very friendly and professional",4
Unbelievable…the only word we used as we were walking out,4
"Great place.
Love the food, love the vibes, love the service.
For such a high-class restaurant, the timing of the food and drinks servings should be better. For example: Cocktail drinks were served late, after appetizers were already served.
But as mentioned, great place to dine.",3
"Everything was absolutely fantastic except I got the slowest server on the floor. Very aloof and not very cognizant of the table environment or the customers needs. It was just him because every other server was on top of everything 

When we had after dinnee drinks at the bar, the bartenders were amazing from drinks made to conversation and customer service

It is a great place overall but just a one off on the server",4
I expected the quality of the steak to be higher but overall experience was beautiful. Perfect place for a special dinner.,3
"Beautiful dining space, we loved the intimacy of our individual sofa seats near the window, and the perfect ambient lighting. Our server was very kind and genuinely invested in our experience, and we had no issues with our service itself. 

Unfortunately, myself and my partner both did not enjoy our entrées very much. I got the salmon (medium) and broccolini. I found the salmon to be very bland, and slightly undercooked at the centre for my taste. The real issue was a lack of flavour though. Unfortunately same went for the broccolini, which although was perfectly cooked, was topped with an underwhelming mornay sauce. My partner had an American prime bone-in rib eye, and found it to be also not cooked enough to his liking (medium) and unfortunately not as flavourful as he is used to. Please note we did not request additional cook time or any amendments while at dinner, which can be faulted to us. 

We do however absolutely recommend the duck fat french fries, and the crab fritter entree, as although they were fried, they were full of flavour and delicious with every bite. Overall, this was a stunning place to dine and we had a great time. All of the staff were amazing, professional, and made the experience feel special and worth the cost (more than the food).",4
"Grilled octopus was very tender and tasty. Steaks were average at best, my wagyu was ice cold (still not sure how they managed this as it was cooked medium rare as I asked for) and asked our waiter to get it warmed up. Wine selection by the glass is limited however cocktail selection is huge. 
Overall a nice place to dine but not worth the $$$.",3
Excellent staff and service. Portions were pretty large. Over all quality of taste of food was pretty lacking. I’ve had all these dishes other places with better flavour,1
Important client dinner. We were treated like royalty. They were so good. Was amazing! Thanks so much!!,4
Excellent!  Decided to bring friends again next month. Jacob our server was great,4
Always Awesome,4
"Everything was amazing.   Lots of little extra touches.
Other than price, which you can see the prices on line, this place was a wonderful experience.
Our waiter was fun and helpful.  All the food was excellent.  Handy tip….the sides are enough for 2 people, so don’t order 2 starches.  Same for the dessert.
The tables are quite far apart so it’s not noisy at all.  There are heaters all over the place if needed.  Quite a few tourists ……. so good for people watching.",4
